id,update_date,title,abstract
0705.3724,2008-05-23,"Resonance and frequency-locking phenomena in spatially extended
  phytoplankton-zooplankton system with additive noise and periodic forces","  In this paper, we present a spatial version of phytoplankton-zooplankton
model that includes some important factors such as external periodic forces,
noise, and diffusion processes. The spatially extended
phytoplankton-zooplankton system is from the original study by Scheffer [M
Scheffer, Fish and nutrients interplay determines algal biomass: a minimal
model, Oikos \textbf{62} (1991) 271-282]. Our results show that the spatially
extended system exhibit a resonant patterns and frequency-locking phenomena.
The system also shows that the noise and the external periodic forces play a
constructive role in the Scheffer's model: first, the noise can enhance the
oscillation of phytoplankton species' density and format a large clusters in
the space when the noise intensity is within certain interval. Second, the
external periodic forces can induce 4:1 and 1:1 frequency-locking and spatially
homogeneous oscillation phenomena to appear. Finally, the resonant patterns are
observed in the system when the spatial noises and external periodic forces are
both turned on. Moreover, we found that the 4:1 frequency-locking transform
into 1:1 frequency-locking when the noise intensity increased. In addition to
elucidating our results outside the domain of Turing instability, we provide
further analysis of Turing linear stability with the help of the numerical
calculation by using the Maple software. Significantly, oscillations are
enhanced in the system when the noise term presents. These results indicate
that the oceanic plankton bloom may partly due to interplay between the
stochastic factors and external forces instead of deterministic factors. These
results also may help us to understand the effects arising from undeniable
subject to random fluctuations in oceanic plankton bloom.
"
0705.4429,2007-06-07,"A successive sub-grouping method for multiple sequence alignments
  analysis","  A novel approach to protein multiple sequence alignment is discussed:
substantially this method counterparts with substitution matrix based methods
(like Blosum or PAM based methods), and implies a more deterministic approach
to chemical/physical sub-grouping of amino acids . Amino acids (aa) are divided
into sub-groups with successive derivations, that result in a clustering based
on the considered property. The properties can be user defined or chosen
between default schemes, like those used in the analysis described here.
Starting from an initial set of the 20 naturally occurring amino acids, they
are successively divided on the basis of their polarity/hydrophobic index, with
increasing resolution up to four level of subdivision. Other schemes of
subdivision are possible: in this thesis work it was employed also a scheme
based on physical/structural properties (solvent exposure, lateral chain
mobility and secondary structure tendency), that have been compared to the
chemical scheme with testing purposes. In the method described in this chapter,
the total score for each position in the alignment accounts for different
degree of similarity between amino acids. The scoring value result form the
contribution of each level of selectivity for every individual property
considered. Simply the method (called M_Al) analyse the n sequence alignment
position per position and assigns a score which have contributes by aa identity
plus a composed valuation of the chemical or of the structural affinity between
the n aligned amino acids. This method has been implemented in a series of
programs written in python language; these programs have been tested in some
biological cases, with benchmark purposes.
"
0705.4635,2019-08-19,"Relationship between cellular response and behavioral variability in
  bacterial chemotaxis","  Bacterial chemotaxis in Escherichia coli is a canonical system for the study
of signal transduction. A remarkable feature of this system is the coexistence
of precise adaptation in population with large fluctuating cellular behavior in
single cells (Korobkova et al. 2004, Nature, 428, 574). Using a stochastic
model, we found that the large behavioral variability experimentally observed
in non-stimulated cells is a direct consequence of the architecture of this
adaptive system. Reversible covalent modification cycles, in which methylation
and demethylation reactions antagonistically regulate the activity of
receptor-kinase complexes, operate outside the region of first-order kinetics.
As a result, the receptor-kinase that governs cellular behavior exhibits a
sigmoidal activation curve. This curve simultaneously amplifies the inherent
stochastic fluctuations in the system and lengthens the relaxation time in
response to stimulus. Because stochastic fluctuations cause large behavioral
variability and the relaxation time governs the average duration of runs in
response to small stimuli, cells with the greatest fluctuating behavior also
display the largest chemotactic response. Finally, Large-scale simulations of
digital bacteria suggest that the chemotaxis network is tuned to simultaneously
optimize the random spread of cells in absence of nutrients and the cellular
response to gradients of attractant.
"
0706.0163,2011-07-20,Output Stream of Binding Neuron with Feedback,"  The binding neuron model is inspired by numerical simulation of
Hodgkin-Huxley-type point neuron, as well as by the leaky integrate-and-fire
model. In the binding neuron, the trace of an input is remembered for a fixed
period of time after which it disappears completely. This is in the contrast
with the above two models, where the postsynaptic potentials decay
exponentially and can be forgotten only after triggering. The finiteness of
memory in the binding neuron allows one to construct fast recurrent networks
for computer modeling. Recently, the finiteness is utilized for exact
mathematical description of the output stochastic process if the binding neuron
is driven with the Poissonian input stream. In this paper, the simplest
networking is considered for binding neuron. Namely, it is expected that every
output spike of single neuron is immediately fed into its input. For this
construction, externally fed with Poissonian stream, the output stream is
characterized in terms of interspike interval probability density distribution
if the binding neuron has threshold 2. For higher thresholds, the distribution
is calculated numerically. The distributions are compared with those found for
binding neuron without feedback, and for leaky integrator. Sample distributions
for leaky integrator with feedback are calculated numerically as well. It is
oncluded that even the simplest networking can radically alter spikng
statistics. Information condensation at the level of single neuron is
discussed.
"
0706.0349,2007-06-05,"The Light Quanta Modulated Physiological Response of Brassica Juncea
  Seedlings Subjected to Ni(II) Stress","  This work is a study of the inter-relationship between parameters that
principally affect metal up-take in the plant. The relationships between the
concentration of metal in the growth medium, Cs, the concentration of metal
absorbed by the plant, Cp, and the total biomass achieved, M, all of which are
factors relevant to the efficiency of phytoremediation of the plant, have been
investigated via the macro-physiological response of Brassica juncea seedlings
to Ni(II) stress. The factorial growth experiments treated the Ni(II)
concentration in the agar gel and the diurnal light quanta (DLQ) as
independently variable parameters. Observations included the evidence of light
enhancement of Ni toxicity at the root as well as at the whole plant level, the
shoot mass index as a possible indicator of shoot metal sequestration in B.
juncea, the logarithmic variation of Cp with Cs and the power-law dependence of
M on Cp. The sum total of these observations indicate that for the metal
accumulator B. juncea with regard to its capacity to accumulate Ni, the overall
metabolic nature of the plant is important; neither rapid biomass increase nor
a high metal concentration capability favor the removal of high metal mass from
the medium, but rather the plant with the moderate photosynthetically driven
biomass growth and moderate metal concentrations demonstrated the ability to
remove the maximum mass of metal from the medium. The implications of these
observations in the context of the perceived need in phytoremediation
engineering to maximize Cp and M simultaneously in the same plant, are
discussed.
"
0706.1293,2008-05-10,"Influence of experimental context on the development of anhedonia in
  male mice imposed to chronic social stress","  Anhedonia is one of the key symptoms of depression in humans. Consumption of
1% sucrose solution supplemented with 0.2% vanillin was studied in two
experimental contexts in male mice living under chronic social stress induced
by daily experience of defeats in agonistic interactions and leading to
development of depression. In the first experiment, vanillin sucrose solution
was made available as an option of water during 10 days to mice living in group
home cages. Then the mice were subjected to social defeat stress and during
stress exposure they were provided with both vanillin sucrose solution and
water using a free two bottles choice paradigm. In the other experiment,
vanillin sucrose solution were first offered to mice after 8 days of exposure
to social defeat stress. Males familiar with vanillin sucrose solution showed
vanillin sucrose preference while experiencing defeat stress: consumption of
vanillin sucrose solution was about 70% of total liquid consumption. However,
the consumption of vanillin sucrose solution per gram of body weight in mice
imposed to social stress during 20 days was significantly lower than in control
males. In the second experiment, males after 8 days of social defeat stress
were found to consume significantly less vanillin sucrose solution as compared
with control males. On average during two weeks of measurements, vanillin
sucrose solution intake was less than 20% of total liquid consumption in males
with symptoms of depression and anxiety. Consumption per gram of body weight
also appeared to be significantly lower than in control group. Influence of the
experimental context on the development of anhedonia, which was measured by the
reduction in sucrose solution intake by chronically stressed male mice, has
been discussed.
"
0706.2328,2010-08-16,Unique mechanisms from finite two-state trajectories,"  Single molecule data made of on and off events are ubiquitous. Famous
examples include enzyme turnover, probed via fluorescence, and opening and
closing of ion-channel, probed via the flux of ions. The data reflects the
dynamics in the underlying multi-substate on-off kinetic scheme (KS) of the
process, but the determination of the underlying KS is difficult, and sometimes
even impossible, due to the loss of information in the mapping of the
mutli-dimensional KS onto two dimensions. A way to deal with this problem
considers canonical (unique) forms. (Unique canonical form is constructed from
an infinitely long trajectory, but many KSs.) Here we introduce canonical forms
of reduced dimensions that can handle any KS (i.e. also KSs with symmetry and
irreversible transitions). We give the mapping of KSs into reduced dimensions
forms, which is based on topology of KSs, and the tools for extracting the
reduced dimensions form from finite data. The canonical forms of reduced
dimensions constitute a powerful tool in discriminating between KSs.
"
0706.3211,2019-08-19,Path probability density functions for semi-Markovian random walks,"  In random walks, the path representation of the Green's function is an
infinite sum over the length of path probability density functions (PDFs). Here
we derive and solve, in Laplace space, the recursion relation for the n order
path PDF for any arbitrarily inhomogeneous semi-Markovian random walk in a
one-dimensional (1D) chain of L states. The recursion relation relates the n
order path PDF to L/2 (round towards zero for an odd L) shorter path PDFs, and
has n independent coefficients that obey a universal formula. The z transform
of the recursion relation straightforwardly gives the generating function for
path PDFs, from which we obtain the Green's function of the random walk, and
derive an explicit expression for any path PDF of the random walk. These
expressions give the most detailed description of arbitrarily inhomogeneous
semi-Markovian random walks in 1D.
"
0706.3676,2007-06-26,On the Gompertzian dynamics of growth and self-organization,"  Comment on the Waliszewski's article ""A principle of fractal-sto-chastic
dualism and Gompertzian dynamics of growth and self-organization"" (BioSystems
82 (2005)61-73) is presented. It has been proved that the main idea of this
work that Gompertzian dynamics is governed by the Schr\""{o}dinger-like equation
including anharmonic Morse potential has been already introduced by Molski and
Konarski in 2003. Some inconsistencies and mathematical errors in the
Waliszewski's model are also pointed out.
"
0706.3681,2007-06-26,"On the Classification Scheme for Phenomenological Universalities in
  Growth Problems in Physics and Other Sciences","  Comment on ""Classification Scheme for Phenomenological Universalities in
Growth Problems in Physics and Other Sciences"" by P. Castorina, P. P. Delsanto
and C. Guiot, Phys. Rev. Lett. {\bf 96}, 188701 (2006) is presented. It has
been proved that the West-like function of growth derived by the authors is
incorrect and the approach does not take into account the growth of the
biological systems undergoing atrophy or demographic and economic systems
undergoing involution or regression. A simple extension of the model, which
permits derivation of the so far unknown involuted Gompertz function of growth
is proposed.
"
0707.1238,2007-07-10,"Infected surfaces of vehicles as possible way of people's infection by
  bird flu pathogenic culture","  Possible variant of people's infection by bird flu pathogenic culture in
passing of everyday infection is presented in the work: through the contact of
open parts of the skin with infected surfaces of the vehicle, that is the
sequent of the reused water, which contains all species spectrum of pathogen
accumulated on the urban areas, used in process of washing
"
0707.1672,2009-11-13,Spreading of sexually transmitted diseases in heterosexual populations,"  The spread of sexually transmitted diseases (e.g. Chlamydia, Syphilis,
Gonorrhea, HIV) across populations is a major concern for scientists and health
agencies. In this context, both data collection on sexual contact networks and
the modeling of disease spreading, are intensively contributing to the search
for effective immunization policies. Here, the spreading of sexually
transmitted diseases on bipartite scale-free graphs, representing heterosexual
contact networks, is considered. We analytically derive the expression for the
epidemic threshold and its dependence with the system size in finite
populations. We show that the epidemic outbreak in bipartite populations, with
number of sexual partners distributed as in empirical observations from
national sex surveys, takes place for larger spreading rates than for the case
in which the bipartite nature of the network is not taken into account.
Numerical simulations confirm the validity of the theoretical results. Our
findings indicate that the restriction to crossed infections between the two
classes of individuals (males and females) has to be taken into account in the
design of efficient immunization strategies for sexually transmitted diseases.
"
0707.2011,2008-09-01,"The genetic code multiplet structure, in one number","  The standard genetic code multiplet structure as well as the correct
degeneracies, class by class, are all extracted from the (unique) number 23,
the order of the permutation group of 23 objects.
"
0707.3043,2010-12-01,p-Adic Modelling of the Genome and the Genetic Code,"  The present paper is devoted to foundations of p-adic modelling in genomics.
Considering nucleotides, codons, DNA and RNA sequences, amino acids, and
proteins as information systems, we have formulated the corresponding p-adic
formalisms for their investigations. Each of these systems has its
characteristic prime number used for construction of the related information
space. Relevance of this approach is illustrated by some examples. In
particular, it is shown that degeneration of the genetic code is a p-adic
phenomenon. We have also put forward a hypothesis on evolution of the genetic
code assuming that primitive code was based on single nucleotides and
chronologically first four amino acids. This formalism of p-adic genomic
information systems can be implemented in computer programs and applied to
various concrete cases.
"
0707.3224,2015-05-13,Tight-binding modeling of charge migration in DNA devices,"  Long range charge transfer experiments in DNA oligomers and the subsequently
measured -- and very diverse -- transport response of DNA wires in solid state
experiments exemplifies the need for a thorough theoretical understanding of
charge migration in DNA-based natural and artificial materials. Here we present
a review of tight-binding models for DNA conduction which have the intrinsic
merit of containing more structural information than plain rate-equation models
while still retaining sufficient detail of the electronic properties. This
allows for simulations of transport properties to be more manageable with
respect to density functional theory methods or correlated first principle
algorithms.
"
0707.3642,2009-11-13,Mutual information in random Boolean models of regulatory networks,"  The amount of mutual information contained in time series of two elements
gives a measure of how well their activities are coordinated. In a large,
complex network of interacting elements, such as a genetic regulatory network
within a cell, the average of the mutual information over all pairs <I> is a
global measure of how well the system can coordinate its internal dynamics. We
study this average pairwise mutual information in random Boolean networks
(RBNs) as a function of the distribution of Boolean rules implemented at each
element, assuming that the links in the network are randomly placed. Efficient
numerical methods for calculating <I> show that as the number of network nodes
N approaches infinity, the quantity N<I> exhibits a discontinuity at parameter
values corresponding to critical RBNs. For finite systems it peaks near the
critical value, but slightly in the disordered regime for typical parameter
variations. The source of high values of N<I> is the indirect correlations
between pairs of elements from different long chains with a common starting
point. The contribution from pairs that are directly linked approaches zero for
critical networks and peaks deep in the disordered regime.
"
0707.3671,2008-05-21,"New method for the study of psychotropic drug effects under simulated
  clinical conditions","  The sensory contact model allows forming different psychopathological states
(anxious depression, catalepsy, social withdrawal, pathological aggression,
hypersensitivity, cognition disturbances, anhedonia, alcoholism etc.) produced
by repeated agonistic interactions in male mice and investigating the
therapeutic and preventive properties of any drug as well as its efficiency
under simulated clinical conditions. This approach can be useful for a better
understanding of the drugs' action in different stages of disease development
in individuals. It is suggested that this pharmacological approach may be
applied for the screening of different novel psychotropic drugs.
"
0708.0297,2007-08-03,Partition test and sexual motivation in male mice,"  Theoretical analysis of own and literature investigations of sexual
motivation with the use of the partition test [Kudryavtseva, 1987, 1994] in
male mice was carried out. It has been shown that appearance of a receptive
female in the neighboring compartment of common cage separated by perforated
transparent partition produces the enhancement of testosterone level in blood
and stimulates the behavioral activity near partition as a reaction to the
receptive female in naive males. In many studies this behavioral activity is
considered as sexual motivation, arising in this experimental context in male
mice. The lack of correlation between behavioral parameters and gonad reaction
of males on receptive female, uninterconnected changes of these two parameters
as well as the lack of sexual behavior between naive male and female when
partition is removed cast doubt on this data interpretation. It has been
supposed that in naive males behavioral reaction to a receptive female is
induced by positive incentive - odor of the female associated with nursing and
warmth from mother and other females which look after posterity. Short-term
increase of the level of testosterone (possessing rewarding properties) is
innate stimulus-response reaction which stimulates and prolongs behavioral
interest of male to receptive female. It has been supposed that after sexual
experience female odor is associated in experienced males with sexual behavior
directed to the sexual partner and resulted in the formation of sexual
motivation. The data are considered also in the light of the theory of
motivated behavior including ""liking"", ""wanting"" and ""learning"" [Robinson and
Berridge, 1993, 2000].
"
0708.0987,2007-08-08,Darwinian Dynamics Implies Developmental Ascendency,"  A tendency in biological theorizing is to formulate principles above or equal
to Evolution by Variation and Selection of Darwin and Wallace. In this letter I
analyze one such recent proposal which did so for the developmental ascendency.
I show that though the idea of developmental ascendency is brilliant, this is
in wrong order in the hierarchical structure of biological theories and can
easily generate confusing. Several other examples are also briefly discussed in
the note added.
"
0708.1993,2011-01-31,Dynamics of glucose-lactose diauxic growth in E. coli,"  We present a mathematical model of glucose-lactose diauxic growth in
Escherichia coli including both the postive and negative regulation mechanisms
of the lactose operon as well as the inducer exclusion. To validate this model,
we first calculated the time evolution of beta-galactosidase for only the
lactose nutrient and compared the numerical results with experimental data.
Second, we compared the calculated cell biomass of the glucose-lactose diauxic
growth with the experimental optical density of the diauxic growth for a
particular E. coli MG 1655. For both cases, the numerical calculations from
this model are in good agreement with these two experiments' data. The diauxic
growth pattern of a wild type E. coli was also investigated.
"
0708.2141,2007-08-17,A model for exploring bird morphology,"  A simplified model of the bird skeleton along with elongation parameters for
the flight feathers is used to explore the diversity of bird shapes. Varying a
small number of parameters simulates a wide range of observed bird silhouettes.
The model may serve to examine developmental factors involved, help museum
curators develop computational approaches to bird morphometry and has
applications in computer generated illustration.
"
0709.0025,2007-09-04,"Borges Dilemma, Fundamental Laws, and Systems Biology","  I reason here that the known folk law in biology that there is no general law
in biology because of exceptions is false. The (quantitative) systems biology
offers the potential to solve the Borges Dilemma, by transcending it. There
have already a plenty of indications on this trend.
"
0709.0625,2008-02-11,"Efficient Implementation of the AI-REML Iteration for Variance Component
  QTL Analysis","  Regions in the genome that affect complex traits, quantitative trait loci
(QTL), can be identified using statistical analysis of genetic and phenotypic
data. When restricted maximum-likelihood (REML) models are used, the mapping
procedure is normally computationally demanding. We develop a new efficient
computational scheme for QTL mapping using variance component analysis and the
AI-REML algorithm. The algorithm uses an exact or approximative low-rank
representation of the identity-by-descent matrix, which combined with the
Woodbury formula for matrix inversion results in that the computations in the
AI-REML iteration body can be performed more efficiently. For cases where an
exact low-rank representation of the IBD matrix is available a-priori, the
improved AI-REML algorithm normally runs almost twice as fast compared to the
standard version. When an exact low-rank representation is not available, a
truncated spectral decomposition is used to determine a low-rank approximation.
We show that also in this case, the computational efficiency of the AI-REML
scheme can often be significantly improved.
"
0709.1189,2007-09-11,Effect of THz-radiation on Behavior of Male Mice,"  Effect of terahertz radiation (3.6 THz, 81.5 mkm,15 mV) on some behavioral
patterns of intact mice has been investigated. In home cage mice demonstrated
avoidance of laser ray and enhanced replacement activity in free behavior.
Animals irradiated during 30 minutes manifested an increased level of anxiety,
which was evaluated in the plus maze test on the day following the radiation.
"
0709.2015,2007-09-14,"Complexity, Collective Effects and Modelling of Ecosystems: formation,
  function and stability","  We discuss the relevance of studying ecology within the framework of
Complexity Science from a statistical mechanics approach. Ecology is concerned
with understanding how systems level properties emerge out of the multitude of
interactions amongst large numbers of components, leading to ecosystems that
possess the prototypical characteristics of complex systems. We argue that
statistical mechanics is at present the best methodology available to obtain a
quantitative description of complex systems, and that ecology is in urgent need
of ``integrative'' approaches that are quantitative and non-stationary. We
describe examples where combining statistical mechanics and ecology has led to
improved ecological modelling and, at the same time, broadened the scope of
statistical mechanics.
"
0710.4235,2011-11-10,"Top-Down Causation by Information Control: From a Philosophical Problem
  to a Scientific Research Program","  It has been claimed that different types of causes must be considered in
biological systems, including top-down as well as same-level and bottom-up
causation, thus enabling the top levels to be causally efficacious in their own
right. To clarify this issue, important distinctions between information and
signs are introduced here and the concepts of information control and
functional equivalence classes in those systems are rigorously defined and used
to characterise when top down causation by feedback control happens, in a way
that is testable. The causally significant elements we consider are equivalence
classes of lower level processes, realised in biological systems through
different operations having the same outcome within the context of information
control and networks.
"
0710.5423,2008-05-14,The immune system: look who's talking,"  Human language and its governing rules present a number of analogies with the
organization and structure of communication and information management in
living organisms. This chapter will provide a short general introduction about
grammar, as well as a brief explanation on how linguistic approaches
effectively contaminate scientific practice, and, finally, how they can also
provide systems biology with further tools and paradigms to analyse emergent
behaviours and interactions among the components of a biological system.
"
0711.1193,2009-11-29,"Imposition of Different Optimizing Object with Non-Linear Constraints on
  Flux Sampling and Elimination of Free Futile Pathways","  Constraint-based modeling has been widely used on metabolic networks
analysis, such as biosynthetic prediction and flux optimization. The linear
constraints, like mass conservation constraint, reversibility constraint,
biological capacity constraint, can be imposed on linear algorithms. However,
recently a non-linear constraint based on the second thermodynamic law, known
as ""loop law"", has emerged and challenged the existing algorithms. Proven to be
unfeasible with linear solutions, this non-linear constraint has been
successfully imposed on the sampling process. In this place, Monte - Carlo
sampling with Metropolis criterion and Simulated Annealing has been introduced
to optimize the Biomass synthesis of genome scale metabolic network of
Helicobacter pylori (iIT341 GSM / GPR) under mass conservation constraint,
biological capacity constraint, and thermodynamic constraints including
reversibility and ""loop law"". The sampling method has also been employed to
optimize a non-linear objective function, the Biomass synthetic rate, which is
unified by the total income number of reducible electrons. To verify whether a
sample contains internal loops, an automatic solution has been developed based
on solving a set of inequalities. In addition, a new type of pathway has been
proposed here, the Futile Pathway, which has three properties: 1) its mass flow
could be self-balanced; 2) it has exchange reactions; 3) it is independent to
the biomass synthesis. To eliminate the fluxes of the Futile Pathways in the
sampling results, a linear programming based method has been suggested and the
results have showed improved correlations among the reaction fluxes in the
pathways related to Biomass synthesis.
"
0711.2619,2007-11-19,"Newton-type Methods for REML Estimation in Genetic Analysis of
  Quantitative Traits","  Robust and efficient optimization methods for variance component estimation
using Restricted Maximum Likelihood (REML) models for genetic mapping of
quantitative traits are considered. We show that the standard Newton-AI scheme
may fail when the optimum is located at one of the constraint boundaries, and
we introduce different approaches to remedy this by taking the constraints into
account. We approximate the Hessian of the objective function using the average
information matrix and also by using an inverse BFGS formula. The robustness
and efficiency is evaluated for problems derived from two experimental data
from the same animal populations.
"
0711.4887,2009-11-13,The prisoners dilemma on a stochastic non-growth network evolution model,"  We investigate the evolution of cooperation on a non - growth network model
with death/birth dynamics. Nodes reproduce under selection for higher payoffs
in a prisoners dilemma game played between network neighbours. The mean field
characteristics of the model are explored and an attempt is made to understand
the size dependent behaviour of the model in terms of fluctuations in the
strategy densities. We also briefly comment on the role of strategy mutation in
regulating the strategy densties.
"
0712.0973,2007-12-07,Nucleosome shape dictates chromatin-fiber structure,"  Apart from being the gateway for all access to the eukaryotic genome,
chromatin has in recent years been identified as carrying an epigenetic code
regulating transcriptional activity. The detailed knowledge of this code
contrasts the ignorance of the fiber structure which it regulates, and none of
the suggested fiber models are capable of predicting the most basic quantities
of the fiber (diameter, nucleosome line density, etc.). We address this
three-decade-old problem by constructing a simple geometrical model based on
the nucleosome shape alone. Without fit parameters we predict the observed
properties of the condensed chromatin fiber (e.g. its 30 nm diameter), the
structure, and how the fiber changes with varying nucleosome repeat length. Our
approach further puts the plethora of previously suggested models within a
coherent framework, and opens the door to detailed studies of the interplay
between chromatin structure and function.
"
