id,update_date,title,abstract
1009.2723,2010-09-15,"Tests of Non-Equivalence among Absolutely Nonsingular Tensors through
  Geometric Invariants","  4x4x3 absolutely nonsingular tensors are characterized by their determinant
polynomial. Non-quivalence among absolutely nonsingular tensors with respect to
a class of linear transformations, which do not chage the tensor rank,is
studied. It is shown theoretically that affine geometric invariants of the
constant surface of a determinant polynomial is useful to discriminate
non-equivalence among absolutely nonsingular tensors. Also numerical
caluculations are presented and these invariants are shown to be useful indeed.
For the caluculation of invarinats by 20-spherical design is also commented. We
showed that an algebraic problem in tensor data analysis can be attacked by an
affine geometric method.
"
1009.4217,2012-08-21,Measurement error and deconvolution in spaces of generalized functions,"  This paper considers convolution equations that arise from problems such as
measurement error and non-parametric regression with errors in variables with
independence conditions. The equations are examined in spaces of generalized
functions to account for possible singularities; this makes it possible to
consider densities for arbitrary and not only absolutely continuous
distributions, and to operate with Fourier transforms for polynomially growing
regression functions. Results are derived for identification and well-posedness
in the topology of generalized functions for the deconvolution problem and for
some regression models. Conditions for consistency of plug-in estimation for
these models are derived.
"
1010.2326,2010-10-13,A brief history of the Fail Safe Number in Applied Research,"  Rosenthal's (1979) Fail-Safe-Number (FSN) is probably one of the best known
statistics in the context of meta-analysis aimed to estimate the number of
unpublished studies in meta-analyses required to bring the meta-analytic mean
effect size down to a statistically insignificant level. Already before
Scargle's (2000) and Schonemann & Scargle's (2008) fundamental critique on the
claimed stability of the basic rationale of the FSN approach, objections
focusing on the basic assumption of the FSN which treats the number of studies
as unbiased with averaging null were expressed throughout the history of the
FSN by different authors (Elashoff, 1978; Iyengar & Greenhouse, 1988a; 1988b;
see also Scargle, 2000). In particular, Elashoff's objection appears to be
important because it was the very first critique pointing directly to the
central problem of the FSN: ""R & R claim that the number of studies hidden in
the drawers would have to be 65,000 to achieve a mean effect size of zero when
combined with the 345 studies reviewed here. But surely, if we allowed the
hidden studies to be negative, on the average no more than 345 hidden studies
would be necessary to obtain a zero mean effect size"" (p. 392). Thus, users of
meta-analysis could have been aware right from the beginning that something was
wrong with the statistical reasoning of the FSN. In particular, from an applied
research perspective, it is therefore of interest whether any of the
fundamental objections on the FSN are reflected in standard handbooks on
meta-analysis as well as -and of course even more importantly- in meta-analytic
studies itself.
"
1011.1160,2010-11-05,A Conversation with James Hannan,"  Jim Hannan is a professor who has lived an interesting life and one whose
fundamental research in repeated games was not fully appreciated until late in
his career. During his service as a meteorologist in the Army in World War II,
Jim played poker and made weather forecasts. It is curious that his later
research included strategies for repeated play that apply to selecting the best
forecaster. James Hannan was born in Holyoke, Massachusetts on September 14,
1922. He attended St. Jerome's High School and in January 1943 received the
Ph.B. from St. Michael's College in Colchester, Vermont. Jim enlisted in the US
Army Air Force to train and serve as a meteorologist. This took him to army
airbases in China by the close of the war. Following discharge from the army,
Jim studied mathematics at Harvard and graduated with the M.S. in June 1947. To
prepare for doctoral work in statistics at the University of North Carolina
that fall, Jim went to the University of Michigan in the summer of 1947. The
routine admissions' physical revealed a spot on the lung and the possibility of
tuberculosis. This caused Jim to stay at Ann Arbor through the fall of 1947 and
then at a Veterans Administration Hospital in Framingham, Massachusetts to have
his condition followed more closely. He was discharged from the hospital in the
spring and started his study at Chapel Hill in the fall of 1948. There he began
research in compound decision theory under Herbert Robbins. Feeling the need
for teaching experience, Jim left Chapel Hill after two years and short of
thesis to take a three year appointment as an instructor at Catholic University
in Washington, DC. When told that renewal was not coming, Jim felt pressure to
finish his degree.
"
1011.6517,2010-12-01,A Conversation with Martin Bradbury Wilk,"  Martin Bradbury Wilk was born on December 18, 1922, in Montr\'{e}al,
Qu\'{e}bec, Canada. He completed a B.Eng. degree in Chemical Engineering in
1945 at McGill University and worked as a Research Engineer on the Atomic
Energy Project for the National Research Council of Canada from 1945 to 1950.
He then went to Iowa State College, where he completed a M.Sc. and a Ph.D.
degree in Statistics in 1953 and 1955, respectively. After a one-year post-doc
with John Tukey, he became Assistant Director of the Statistical Techniques
Research Group at Princeton University in 1956--1957, and then served as
Professor and Director of Research in Statistics at Rutgers University from
1959 to 1963. In parallel, he also had a 14-year career at Bell Laboratories,
Murray Hill, New Jersey. From 1956 to 1969, he was in turn Member of Technical
Staff, Head of the Statistical Models and Methods Research Department, and
Statistical Director in Management Sciences Research. He wrote a number of
influential papers in statistical methodology during that period, notably
testing procedures for normality (the Shapiro--Wilk statistic) and probability
plotting techniques for multivariate data. In 1970, Martin moved into higher
management levels of the American Telephone and Telegraph (AT&T) Company. He
occupied various positions culminating as Assistant Vice-President and Director
of Corporate Planning. In 1980, he returned to Canada and became the first
professional statistician to serve as Chief Statistician. His accomplishments
at Statistics Canada were numerous and contributed to a resurgence of the
institution's international standing. He played a crucial role in the
reinstatement of the Cabinet-cancelled 1986 Census.
"
1012.1069,2011-12-14,Degrees of Equivalence in a Key Comparison,"  In an interlaboratory key comparison, a data analysis procedure for this
comparison was proposed and recommended by CIPM [1, 2, 3], therein the degrees
of equivalence of measurement standards of the laboratories participated in the
comparison and the ones between each two laboratories were introduced but a
corresponding clear and plausible measurement model was not given. Authors in
[4] offered possible measurement models for a given comparison and a suitable
model was selected out after rigorous analyzing steps for expectation values of
these degrees of equivalence. The systematic laboratory-effects model was then
selected as a right one in this report. Those models were all based on the one
true value existence assumption. However in the year 2008, a new version of the
Vocabulary for International Metrology (VIM) [7] was issued where the true
value of a given measurement standard should be now perceived as multi true
values which following a given statistics distribution. Applying this
perception of true values of a measurement standard with combination of the
steps in [4], measurement models have been developed and degrees of equivalence
have been analyzed. The results show that although with new definition, the
systematic laboratory-effects model is still the reasonable one in a given key
comparison.
"
1012.2184,2011-11-08,"Inherent Difficulties of Non-Bayesian Likelihood-based Inference, as
  Revealed by an Examination of a Recent Book by Aitkin","  For many decades, statisticians have made attempts to prepare the Bayesian
omelette without breaking the Bayesian eggs; that is, to obtain probabilistic
likelihood-based inferences without relying on informative prior distributions.
A recent example is Murray Aitkin's recent book, {\em Statistical Inference},
which presents an approach to statistical hypothesis testing based on
comparisons of posterior distributions of likelihoods under competing models.
Aitkin develops and illustrates his method using some simple examples of
inference from iid data and two-way tests of independence. We analyze in this
note some consequences of the inferential paradigm adopted therein, discussing
why the approach is incompatible with a Bayesian perspective and why we do not
find it relevant for applied work.
"
1012.2596,2010-12-14,"A Unified MGF-Based Capacity Analysis of Diversity Combiners over
  Generalized Fading Channels","  Unified exact average capacity results for L-branch coherent diversity
receivers including equal-gain combining (EGC) and maximal-ratio combining
(MRC) are not known. This paper develops a novel generic framework for the
capacity analysis of $L$-branch EGC/MRC over generalized fading channels. The
framework is used to derive new results for the Gamma shadowed generalized
Nakagami-m fading model which can be a suitable model for the fading
environments encountered by high frequency (60 GHz and above) communications.
The mathematical formalism is illustrated with some selected numerical and
simulation results confirming the correctness of our newly proposed framework.
"
1101.0145,2011-01-04,"Squaring the Circle and Cubing the Sphere: Circular and Spherical
  Copulas","  Do there exist circular and spherical copulas in $R^d$? That is, do there
exist circularly symmetric distributions on the unit disk in $R^2$ and
spherically symmetric distributions on the unit ball in $R^d$, $d\ge3$, whose
one-dimensional marginal distributions are uniform? The answer is yes for $d=2$
and 3, where the circular and spherical copulas are unique and can be
determined explicitly, but no for $d\ge4$. A one-parameter family of elliptical
bivariate copulas is obtained from the unique circular copula in $R^2$ by
oblique coordinate transformations. Copulas obtained by a non-linear
transformation of a uniform distribution on the unit ball in $R^d$ are also
described, and determined explicitly for $d=2$.
"
1101.4207,2015-05-27,"Blind Channel Estimation for Amplify-and-Forward Two-Way Relay Networks
  Employing M-PSK Modulation","  We consider the problem of channel estimation for amplify-and-forward (AF)
two-way relay networks (TWRNs). Most works on this problem focus on pilot-based
approaches which impose a significant training overhead that reduces the
spectral efficiency of the system. To avoid such losses, this work proposes
blind channel estimation algorithms for AF TWRNs that employ constant-modulus
(CM) signaling. Our main algorithm is based on the deterministic maximum
likelihood (DML) approach. Assuming M-PSK modulation, we show that the
resulting estimator is consistent and approaches the true channel with high
probability at high SNR for modulation orders higher than 2. For BPSK, however,
the DML performs poorly and we propose an alternative algorithm that performs
much better by taking into account the BPSK structure of the data symbols. For
comparative purposes, we also investigate the Gaussian maximum-likelihood (GML)
approach which treats the data symbols as Gaussian-distributed nuisance
parameters. We derive the Cramer-Rao bound and use Monte-Carlo simulations to
investigate the mean squared error (MSE) performance of the proposed
algorithms. We also compare the symbol-error rate (SER) performance of the DML
algorithm with that of the training-based least-squares (LS) algorithm and
demonstrate that the DML offers a superior tradeoff between accuracy and
spectral efficiency.
"
1102.1128,2011-02-22,Simultaneous concentration of order statistics,"  Let $\mu$ be a probability measure on $\mathbb{R}$ with cumulative
distribution function $F$, $(x_{i})_{1}^{n}$ a large i.i.d. sample from $\mu$,
and $F_{n}$ the associated empirical distribution function. The
Glivenko-Cantelli theorem states that with probability 1, $F_{n}$ converges
uniformly to $F$. In so doing it describes the macroscopic structure of
$\{x_{i}\}_{1}^{n}$, however it is insensitive to the position of individual
points. Indeed any subset of $o(n)$ points can be perturbed at will without
disturbing the convergence. We provide several refinements of the
Glivenko-Cantelli theorem which are sensitive not only to the global structure
of the sample but also to individual points. Our main result provides
conditions that guarantee simultaneous concentration of all order statistics.
The example of main interest is the normal distribution.
"
1102.2146,2012-10-26,"Coexistence of cooperators and defectors in well mixed populations
  mediated by limiting resources","  Traditionally, resource limitation in evolutionary game theory is assumed
just to impose a constant population size. Here we show that resource
limitations may generate dynamical payoffs able to alter an original prisoner's
dilemma, and to allow for the stable coexistence between unconditional
cooperators and defectors in well-mixed populations. This is a consequence of a
self-organizing process that turns the interaction payoff matrix into
evolutionary neutral, and represents a resource-based control mechanism
preventing the spread of defectors. To our knowledge, this is the first example
of coexistence in well-mixed populations with a game structure different from a
snowdrift game.
"
1103.3543,2011-04-12,"Array Variate Elliptical Random Variables with Multiway Kronecker Delta
  Covariance Matrix Structure","  Standard statistical methods applied to matrix random variables often fail to
describe the underlying structure in multiway data sets. In this paper we will
discuss the concept of an array variate random variable and introduce a class
of elliptical array densities which have elliptical contours.
"
1104.0061,2015-03-19,"B\""o\""ogg Bang drives global climate change","  The B\""o\""ogg is a large model of a snowman, constructed of inflammable
materials and filled with explosives. During the traditional festival of
Sechsel\""auten, which takes place each spring in Zurich, Switzerland, the
B\""o\""ogg is placed atop a wooden pyre, which is set alight. According to
popular legend, the time that elapses until the B\""o\""ogg's head explodes (the
""head-bang"" time) is said to give a rough forecast of local weather conditions
prevailing during the following summer. However, recent research has questioned
the validity of this prediction. To study the B\""o\""ogg's predictive powers, we
analyzed the B\""o\""ogg head-bang time record from 1965-2010 within the context
of global climate change. Our analysis shows that the B\""o\""ogg head-bang time
is a good predictor not of short-term local weather, as might be expected from
the legend, but of the behavior of the entire global climate system.
"
1104.2434,2011-04-14,A Conversation with George G. Roussas,"  George G. Roussas was born in the city of Marmara in central Greece, on June
29, 1933. He received a B.A. with high honors in Mathematics from the
University of Athens in 1956, and a Ph.D. in Statistics from the University of
California, Berkeley, in 1964. In 1964--1966, he served as Assistant Professor
of Mathematics at the California State University, San Jose, and he was a
faculty member of the Department of Statistics at the University of Wisconsin,
Madison, in 1966--1976, starting as an Assistant Professor in 1966, becoming a
Professor in 1972. He was a Professor of Applied Mathematics and Director of
the Laboratory of Applied Mathematics at the University of Patras, Greece, in
1972--1984. He was elected Dean of the School of Physical and Mathematical
Sciences at the University of Patras in 1978, and Chancellor of the university
in 1981. He served for about three years as Vice President-Academic Affairs of
the then new University of Crete, Greece, in 1981--1985. In 1984, he was a
Visiting Professor in the Intercollege Division of Statistics at the University
of California, Davis, and he was appointed Professor, Associate Dean and Chair
of the Graduate Group in Statistics in the same university in 1985; he served
in the two administrative capacities in 1985--1999. He is an elected member of
the International Statistical Institute since 1974, a Fellow of the Royal
Statistical Society since 1975, a Fellow of the Institute of Mathematical
Statistics since 1983, and a Fellow of the American Statistical Association
since 1986. He served as a member of the Council of the Hellenic Mathematical
Society, and as President of the Balkan Union of Mathematicians.
"
1105.2582,2011-05-16,Baby Morse Theory in Data Analysis,"  A methodology is proposed for inferring the topology underlying point cloud
data. The approach employs basic elements of Morse Theory, and is capable of
producing not only a point estimate of various topological quantities (e.g.,
genus), but it can also assess their sampling uncertainty in a probabilistic
fashion. Several examples of point cloud data in three dimensions are utilized
to demonstrate how the method yields interval estimates for the topology of the
data as a 2-dimensional surface embedded in R^3.
"
1105.5038,2019-08-16,"Uniform bias study and Bahadur representation for local polynomial
  estimators of the conditional quantile function","  This paper investigates the bias and the weak Bahadur representation of a
local polynomial estimator of the conditional quantile function and its
derivatives. The bias and Bahadur remainder term are studied uniformly with
respect to the quantile level, the covariates and the smoothing parameter. The
order of the local polynomial estimator can be higher than the
differentiability order of the conditional quantile function. Applications of
the results deal with global optimal consistency rates of the local polynomial
quantile estimator, performance of random bandwidths and estimation of the
conditional quantile density function. The latter allows to obtain a simple
estimator of the conditional quantile function of the private values in a first
price sealed bids auctions under the independent private values paradigm and
risk neutrality.
"
1105.6145,2013-06-19,Maximum lilkelihood estimation in the $\beta$-model,"  We study maximum likelihood estimation for the statistical model for
undirected random graphs, known as the $\beta$-model, in which the degree
sequences are minimal sufficient statistics. We derive necessary and sufficient
conditions, based on the polytope of degree sequences, for the existence of the
maximum likelihood estimator (MLE) of the model parameters. We characterize in
a combinatorial fashion sample points leading to a nonexistent MLE, and
nonestimability of the probability parameters under a nonexistent MLE. We
formulate conditions that guarantee that the MLE exists with probability
tending to one as the number of nodes increases.
"
1106.2895,2011-06-23,Statistical Inference: The Big Picture,"  Statistics has moved beyond the frequentist-Bayesian controversies of the
past. Where does this leave our ability to interpret results? I suggest that a
philosophy compatible with statistical practice, labeled here statistical
pragmatism, serves as a foundation for inference. Statistical pragmatism is
inclusive and emphasizes the assumptions that connect statistical models with
observed data. I argue that introductory courses often mischaracterize the
process of statistical inference and I propose an alternative ""big picture""
depiction.
"
1106.2994,2015-05-28,"Widely Linear vs. Conventional Subspace-Based Estimation of SIMO
  Flat-Fading Channels: Mean-Squared Error Analysis","  We analyze the mean-squared error (MSE) performance of widely linear (WL) and
conventional subspace-based channel estimation for single-input multiple-output
(SIMO) flat-fading channels employing binary phase-shift-keying (BPSK)
modulation when the covariance matrix is estimated using a finite number of
samples. The conventional estimator suffers from a phase ambiguity that reduces
to a sign ambiguity for the WL estimator. We derive closed-form expressions for
the MSE of the two estimators under four different ambiguity resolution
scenarios. The first scenario is optimal resolution, which minimizes the
Euclidean distance between the channel estimate and the actual channel. The
second scenario assumes that a randomly chosen coefficient of the actual
channel is known and the third assumes that the one with the largest magnitude
is known. The fourth scenario is the more realistic case where pilot symbols
are used to resolve the ambiguities. Our work demonstrates that there is a
strong relationship between the accuracy of ambiguity resolution and the
relative performance of WL and conventional subspace-based estimators, and
shows that the less information available about the actual channel for
ambiguity resolution, or the lower the accuracy of this information, the higher
the performance gap in favor of the WL estimator.
"
1106.3259,2011-07-14,"A flexible observed factor model with separate dynamics for the factor
  volatilities and their correlation matrix","  Our article considers a regression model with observed factors. The observed
factors have a flexible stochastic volatility structure that has separate
dynamics for the volatilities and the correlation matrix. The correlation
matrix of the factors is time-varying and its evolution is described by an
inverse Wishart process. The model specifies the evolution of the observed
volatilities flexibly and is particularly attractive when the dimension of the
observations is high. A Markov chain Monte Carlo algorithm is developed to
estimate the model. It is straightforward to use this algorithm to obtain the
predictive distributions of future observations and to carry out model
selection. The model is illustrated and compared to other Wishart-type factor
multivariate stochastic volatility models using various empirical data
including monthly stock returns and portfolio weighted returns. The evidence
suggests that our model has better predictive performance. The paper also
allows the idiosyncratic errors to follow individual stochastic volatility
processes in order to deal with more volatile data such as daily or weekly
stock returns.
"
1106.3940,2011-06-21,Cooperative spectrum sensing over unreliable reporting channel,"  This article aims to analyze a cooperative spectrum sensing scheme using a
centralized approach with unreliable reporting channel. The spectrum sensing is
applied to a cognitive radio system, where each cognitive radio performs a
simple energy detection and send the decision to a fusion center through a
reporting channel. When the decisions are available at the fusion center, a
n-out-of-K rule is applied. The impact of the choice of the parameter n in the
cognitive radio system performance is analyzed in the case where the reporting
channel introduces errors.
"
1106.4513,2011-10-04,"A Markov Chain approach to determine the optimal performance period and
  bad definition for credit scorecard","  Performance period determination and bad definition for credit scorecard has
been a mix of fortune for the typical data modeler. The lack of literature on
these matters led to a proliferation of approaches and techniques to solve the
problems. However, the most commonly accepted approach involves subjective
interpretations of the performance period and bad definition as well as being
chicken and egg problem. These complications result in poorly developed credit
scorecard with minimal benefits to the banks. In this paper, we will be
recommending a simple and effective approach to resolve these issues.
"
1106.5598,2011-06-29,"Some notes on biasedness and unbiasedness of two-sample
  Kolmogorov-Smirnov test","  This paper deals with two-sample Kolmogorov-Smirnov test and its biasedness.
This test is not unbiased in general in case of different sample sizes. We
found out most biased distribution for some values of significance level
$\alpha$. Moreover we discovered that there exists number of observation and
significance level $\alpha$ such that this test is unbiased at level $\alpha$.
"
1107.0202,2011-07-04,Revealing Sub-Optimality Conditions of Strategic Decisions,"  Conceptual view of fitness and fitness measurement of strategic decisions on
information systems, technological systems and innovation are becoming more
important in recent years. This paper determines some dynamics of fitness
landscape which are lead to termination of decision makers' research before
reaching the global maximum in strategic decisions. These dynamics are
specified according to management decision making models and supported with
simulation results. This article determines simulation results by means of
""Fitness Value"" and ""Probability of Optimality"". Correlation between these two
concepts may be remarkable according to revealing optimal values in innovative
and research-based decision making approaches beside sub-optimal results of
traditional decision making approaches.
"
1107.5141,2011-07-27,"Which are the best cities for psychology research worldwide? A map
  visualizing city ratios of observed and expected numbers of highly-cited
  papers","  We present scientometric results about world-wide centers of excellence in
psychology. Based on Web of Science data, domain-specific excellence can be
identified for cities where highly cited papers are published. Data refer to
all psychology articles published in 2007 which are documented in the Social
Science Citation Index and to their citation frequencies from 2007 to May 2011.
Visualized are 214 cities with an article output of at least 50 in 2007.
Statistical z tests are used for the evaluation of the degree to which an
observed number of top-cited papers (top-10%) for a city differs from the
number expected on the basis of randomness in the selection of papers. Map
visualizing city ratios on significant differences between observed and
expected numbers of highly-cited papers point at excellence centers in cities
at the East and West Coast of the United States as well as in Great Britain,
Germany, the Netherlands, Ireland, Belgium, Sweden, Finland, Australia, and
Taiwan. Furthermore, positive but non-significant differences in favor of high
citation rates are documented for some cities in the United States, Great
Britain, the Netherlands, the Scandinavian and the German-speaking countries,
Belgium, France, Spain, Israel, South Korea, and China. Scientometric results
show convincingly that highly-cited psychological research articles come from
the Anglo-American countries and some of the non-English European countries in
which the number of English-language publications has increased during the last
decades.
"
