id,update_date,title,abstract
0707.3198,2008-12-02,Growth-optimal portfolios under transaction costs,"  This paper studies a portfolio optimization problem in a discrete-time
Markovian model of a financial market, in which asset price dynamics depend on
an external process of economic factors. There are transaction costs with a
structure that covers, in particular, the case of fixed plus proportional
costs. We prove that there exists a self-financing trading strategy maximizing
the average growth rate of the portfolio wealth. We show that this strategy has
a Markovian form. Our result is obtained by large deviations estimates on
empirical measures of the price process and by a generalization of the
vanishing discount method to discontinuous transition operators.
"
0708.0046,2013-01-01,Sparse and stable Markowitz portfolios,"  We consider the problem of portfolio selection within the classical Markowitz
mean-variance framework, reformulated as a constrained least-squares regression
problem. We propose to add to the objective function a penalty proportional to
the sum of the absolute values of the portfolio weights. This penalty
regularizes (stabilizes) the optimization problem, encourages sparse portfolios
(i.e. portfolios with only few active positions), and allows to account for
transaction costs. Our approach recovers as special cases the
no-short-positions portfolios, but does allow for short positions in limited
number. We implement this methodology on two benchmark data sets constructed by
Fama and French. Using only a modest amount of training data, we construct
portfolios whose out-of-sample performance, as measured by Sharpe ratio, is
consistently and significantly better than that of the naive evenly-weighted
portfolio which constitutes, as shown in recent literature, a very tough
benchmark.
"
0708.0588,2008-12-02,Investment and Consumption without Commitment,"  In this paper, we investigate the Merton portfolio management problem in the
context of non-exponential discounting. This gives rise to time-inconsistency
of the decision-maker. If the decision-maker at time t=0 can commit his/her
successors, he/she can choose the policy that is optimal from his/her point of
view, and constrain the others to abide by it, although they do not see it as
optimal for them. If there is no commitment mechanism, one must seek a
subgame-perfect equilibrium strategy between the successive decision-makers. In
the line of the earlier work by Ekeland and Lazrak we give a precise definition
of equilibrium strategies in the context of the portfolio management problem,
with finite horizon, we characterize it by a system of partial differential
equations, and we show existence in the case when the utility is CRRA and the
terminal time T is small. We also investigate the infinite-horizon case and we
give two different explicit solutions in the case when the utility is CRRA (in
contrast with the case of exponential discount, where there is only one). Some
of our results are proved under the assumption that the discount function h(t)
is a linear combination of two exponentials, or is the product of an
exponential by a linear function.
"
0708.1715,2017-07-25,On the Structure of General Mean-Variance Hedging Strategies,"  We provide a new characterization of mean-variance hedging strategies in a
general semimartingale market. The key point is the introduction of a new
probability measure $P^{\star}$ which turns the dynamic asset allocation
problem into a myopic one. The minimal martingale measure relative to
$P^{\star}$ coincides with the variance-optimal martingale measure relative to
the original probability measure $P$.
"
0708.2542,2008-12-02,"Capital Allocation to Business Units and Sub-Portfolios: the Euler
  Principle","  Despite the fact that the Euler allocation principle has been adopted by many
financial institutions for their internal capital allocation process, a
comprehensive description of Euler allocation seems still to be missing. We try
to fill this gap by presenting the theoretical background as well as practical
aspects. In particular, we discuss how Euler risk contributions can be
estimated for some important risk measures. We furthermore investigate the
analysis of CDO tranche expected losses by means of Euler's theorem and suggest
an approach to measure the impact of risk factors on non-linear portfolios.
"
0708.2805,2009-09-29,"The public goods game on homogeneous and heterogeneous networks:
  investment strategy according to the pool size","  We propose an extended public goods interaction model to study the evolution
of cooperation in heterogeneous population. The investors are arranged on the
well known scale-free type network, the Barab\'{a}si-Albert model. Each
investor is supposed to preferentially distribute capital to pools in its
portfolio based on the knowledge of pool sizes. The extent that investors
prefer larger pools is determined by investment strategy denoted by a tunable
parameter $\alpha$, with larger $\alpha$ corresponding to more preference to
larger pools. As comparison, we also study this interaction model on square
lattice, and find that the heterogeneity contacts favors cooperation.
Additionally, the influence of local topology to the game dynamics under
different $\alpha$ strategies are discussed. It is found that the system with
smaller $\alpha$ strategy can perform comparatively better than the larger
$\alpha$ ones.
"
0709.2830,2008-12-02,Behavioral Portfolio Selection in Continuous Time,"  This paper formulates and studies a general continuous-time behavioral
portfolio selection model under Kahneman and Tversky's (cumulative) prospect
theory, featuring S-shaped utility (value) functions and probability
distortions. Unlike the conventional expected utility maximization model, such
a behavioral model could be easily mis-formulated (a.k.a. ill-posed) if its
different components do not coordinate well with each other. Certain classes of
an ill-posed model are identified. A systematic approach, which is
fundamentally different from the ones employed for the utility model, is
developed to solve a well-posed model, assuming a complete market and general
It\^o processes for asset prices. The optimal terminal wealth positions,
derived in fairly explicit forms, possess surprisingly simple structure
reminiscent of a gambling policy betting on a good state of the world while
accepting a fixed, known loss in case of a bad one. An example with a two-piece
CRRA utility is presented to illustrate the general results obtained, and is
solved completely for all admissible parameters. The effect of the behavioral
criterion on the risky allocations is finally discussed.
"
0709.3630,2009-11-13,Investments in Random Environments,"  We present analytical investigations of a multiplicative stochastic process
that models a simple investor dynamics in a random environment. The dynamics of
the investor's budget, $x(t)$, depends on the stochasticity of the return on
investment, $r(t)$, for which different model assumptions are discussed. The
fat-tail distribution of the budget is investigated and compared with
theoretical predictions. Weare mainly interested in the most probable value
$x_mp$ of the budget that reaches a constant value over time. Based on an
analytical investigation of the dynamics, we are able to predict $x_mp^stat$.
We find a scaling law that relates the most probable value to the
characteristic parameters describing the stochastic process. Our analytical
results are confirmed by stochastic computer simulations that show a very good
agreement with the predictions.
"
0709.4358,2009-11-13,Projective Market Model Approach to AHP Decision-Making,"  In this paper we describe market in projective geometry language and give
definition of a matrix of market rate, which is related to the matrix rate of
return and the matrix of judgements in the Analytic Hierarchy Process (AHP). We
use these observations to extend the AHP model to projective geometry formalism
and generalise it to intransitive case. We give financial interpretations of
such generalised model and propose its simplification. The unification of the
AHP model and projective aspect of portfolio theory suggests a wide spectrum of
new applications such extended model.
"
0709.4467,2022-01-07,"A Convex Stochastic Optimization Problem Arising from Portfolio
  Selection","  A continuous-time financial portfolio selection model with expected utility
maximization typically boils down to solving a (static) convex stochastic
optimization problem in terms of the terminal wealth, with a budget constraint.
In literature the latter is solved by assuming {\it a priori} that the problem
is well-posed (i.e., the supremum value is finite) and a Lagrange multiplier
exists (and as a consequence the optimal solution is attainable). In this paper
it is first shown, via various counter-examples, neither of these two
assumptions needs to hold, and an optimal solution does not necessarily exist.
These anomalies in turn have important interpretations in and impacts on the
portfolio selection modeling and solutions. Relations among the non-existence
of the Lagrange multiplier, the ill-posedness of the problem, and the
non-attainability of an optimal solution are then investigated. Finally,
explicit and easily verifiable conditions are derived which lead to finding the
unique optimal solution.
"
0710.1855,2009-11-13,"Divergent estimation error in portfolio optimization and in linear
  regression","  The problem of estimation error in portfolio optimization is discussed, in
the limit where the portfolio size N and the sample size T go to infinity such
that their ratio is fixed. The estimation error strongly depends on the ratio
N/T and diverges for a critical value of this parameter. This divergence is the
manifestation of an algorithmic phase transition, it is accompanied by a number
of critical phenomena, and displays universality. As the structure of a large
number of multidimensional regression and modelling problems is very similar to
portfolio optimization, the scope of the above observations extends far beyond
finance, and covers a large number of problems in operations research, machine
learning, bioinformatics, medical science, economics, and technology.
"
0711.2718,2008-12-02,"A Risk-Sensitive Portfolio Optimization Problem with Fixed Incomes
  Securities","  We discuss a class of risk-sensitive portfolio optimization problems. We
consider the portfolio optimization model investigated by Nagai in 2003. The
model by its nature can include fixed income securities as well in the
portfolio. Under fairly general conditions, we prove the existence of optimal
portfolio in both finite and infinite horizon problems.
"
0712.2771,2011-04-08,Analysis of Kelly-optimal portfolios,"  We investigate the use of Kelly's strategy in the construction of an optimal
portfolio of assets. For lognormally distributed asset returns, we derive
approximate analytical results for the optimal investment fractions in various
settings. We show that when mean returns and volatilities of the assets are
small and there is no risk-free asset, the Kelly-optimal portfolio lies on
Markowitz Efficient Frontier. Since in the investigated case the Kelly approach
forbids short positions and borrowing, often only a small fraction of the
available assets is included in the Kelly-optimal portfolio. This phenomenon,
that we call condensation, is studied analytically in various model scenarios.
"
0801.0195,2011-05-03,"An optimal life insurance policy in the investment-consumption problem
  in an incomplete market","  This paper considers an optimal life insurance for a householder subject to
mortality risk. The household receives a wage income continuously, which is
terminated by unexpected (premature) loss of earning power or (planned and
intended) retirement, whichever happens first. In order to hedge the risk of
losing income stream by householder's unpredictable event, the household enters
a life insurance contract by paying a premium to an insurance company. The
household may also invest their wealth into a financial market. The problem is
to determine an optimal insurance/investment/consumption strategy in order to
maximize the expected total, discounted utility from consumption and terminal
wealth. To reflect a real-life situation better, we consider an incomplete
market where the householder cannot trade insurance contracts continuously. To
our best knowledge, such a model is new in the insurance and finance
literature. The case of exponential utilities is considered in detail to derive
an explicit solution. We also provide numerical experiments for that particular
case to illustrate our results.
"
0801.3560,2009-11-13,Trading Model with Pair Pattern Strategies,"  A simple trading model based on pair pattern strategy space with holding
periods is proposed. Power-law behaviors are observed for the return variance
$\sigma^2$, the price impact $H$ and the predictability $K$ for both models
with linear and square root impact functions. The sum of the traders' wealth
displays a positive value for the model with square root price impact function,
and a qualitative explanation is given based on the observation of the
conditional excess demand $<A|u>$. An evolutionary trading model is further
proposed, and the elimination mechanism effectively changes the behavior of the
traders highly performed in the model without evolution. The trading model with
other types of traders, e.g., traders with the MG's strategies and producers,
are also carefully studied.
"
0801.4305,2009-11-13,"Risk-Seeking versus Risk-Avoiding Investments in Noisy Periodic
  Environments","  We study the performance of various agent strategies in an artificial
investment scenario. Agents are equipped with a budget, $x(t)$, and at each
time step invest a particular fraction, $q(t)$, of their budget. The return on
investment (RoI), $r(t)$, is characterized by a periodic function with
different types and levels of noise. Risk-avoiding agents choose their fraction
$q(t)$ proportional to the expected positive RoI, while risk-seeking agents
always choose a maximum value $q_{max}$ if they predict the RoI to be positive
(""everything on red""). In addition to these different strategies, agents have
different capabilities to predict the future $r(t)$, dependent on their
internal complexity. Here, we compare 'zero-intelligent' agents using technical
analysis (such as moving least squares) with agents using reinforcement
learning or genetic algorithms to predict $r(t)$. The performance of agents is
measured by their average budget growth after a certain number of time steps.
We present results of extensive computer simulations, which show that, for our
given artificial environment, (i) the risk-seeking strategy outperforms the
risk-avoiding one, and (ii) the genetic algorithm was able to find this optimal
strategy itself, and thus outperforms other prediction approaches considered.
"
0801.4941,2008-12-10,"Hedging strategies and minimal variance portfolios for European and
  exotic options in a Levy market","  This paper presents hedging strategies for European and exotic options in a
Levy market. By applying Taylor's Theorem, dynamic hedging portfolios are con-
structed under different market assumptions, such as the existence of power
jump assets or moment swaps. In the case of European options or baskets of
European options, static hedging is implemented. It is shown that perfect
hedging can be achieved. Delta and gamma hedging strategies are extended to
higher moment hedging by investing in other traded derivatives depending on the
same underlying asset. This development is of practical importance as such
other derivatives might be readily available. Moment swaps or power jump assets
are not typically liquidly traded. It is shown how minimal variance portfolios
can be used to hedge the higher order terms in a Taylor expansion of the
pricing function, investing only in a risk-free bank account, the underlying
asset and potentially variance swaps. The numerical algorithms and performance
of the hedging strategies are presented, showing the practical utility of the
derived results.
"
0803.1364,2008-12-10,Diversification and limited information in the Kelly game,"  Financial markets, with their vast range of different investment
opportunities, can be seen as a system of many different simultaneous games
with diverse and often unknown levels of risk and reward. We introduce
generalizations to the classic Kelly investment game [Kelly (1956)] that
incorporates these features, and use them to investigate the influence of
diversification and limited information on Kelly-optimal portfolios. In
particular we present approximate formulas for optimizing diversified
portfolios and exact results for optimal investment in unknown games where the
only available information is past outcomes.
"
0803.3093,2008-12-10,Diversity and relative arbitrage in equity markets,"  A financial market is called ""diverse"" if no single stock is ever allowed to
dominate the entire market in terms of relative capitalization. In the context
of the standard Ito-process model initiated by Samuelson (1965) we formulate
this property (and the allied, successively weaker notions of ""weak diversity""
and ""asymptotic weak diversity"") in precise terms. We show that diversity is
possible to achieve, but delicate. Several illustrative examples are provided,
which demonstrate that weakly-diverse financial markets contain relative
arbitrage opportunities: it is possible to outperform (or underperform) such
markets over sufficiently long time-horizons, and to underperform them
significantly over arbitrary time-horizons. The existence of such relative
arbitrage does not interfere with the development of option pricing, and has
interesting consequences for the pricing of long-term warrants and for put-call
parity. Several open questions are suggested for further study.
"
0804.4522,2008-12-02,"Optimal solution of investment problems via linear parabolic equations
  generated by Kalman filter","  We consider optimal investment problems for a diffusion market model with
non-observable random drifts that evolve as an Ito's process. Admissible
strategies do not use direct observations of the market parameters, but rather
use historical stock prices. For a non-linear problem with a general
performance criterion, the optimal portfolio strategy is expressed via the
solution of a scalar minimization problem and a linear parabolic equation with
coefficients generated by the Kalman filter.
"
0805.0122,2008-12-10,Optimal Robust Mean-Variance Hedging in Incomplete Financial Markets,"  Optimal B-robust estimate is constructed for multidimensional parameter in
drift coefficient of diffusion type process with small noise. Optimal
mean-variance robust (optimal V -robust) trading strategy is find to hedge in
mean-variance sense the contingent claim in incomplete financial market with
arbitrary information structure and misspecified volatility of asset price,
which is modelled by multidimensional continuous semimartingale. Obtained
results are applied to stochastic volatility model, where the model of latent
volatility process contains unknown multidimensional parameter in drift
coefficient and small parameter in diffusion term.
"
0805.0618,2012-01-04,Risk Aversion and Portfolio Selection in a Continuous-Time Model,"  The comparative statics of the optimal portfolios across individuals is
carried out for a continuous-time complete market model, where the risky assets
price process follows a joint geometric Brownian motion with time-dependent and
deterministic coefficients. It turns out that the indirect utility functions
inherit the order of risk aversion (in the Arrow-Pratt sense) from the von
Neumann-Morgenstern utility functions, and therefore, a more risk-averse agent
would invest less wealth (in absolute value) in the risky assets.
"
0805.3397,2009-04-16,"How to quantify the influence of correlations on investment
  diversification","  When assets are correlated, benefits of investment diversification are
reduced. To measure the influence of correlations on investment performance, a
new quantity - the effective portfolio size - is proposed and investigated in
both artificial and real situations. We show that in most cases, the effective
portfolio size is much smaller than the actual number of assets in the
portfolio and that it lowers even further during financial crises.
"
0805.3981,2008-12-02,Optimal Investment Strategy to Minimize Occupation Time,"  We find the optimal investment strategy to minimize the expected time that an
individual's wealth stays below zero, the so-called {\it occupation time}. The
individual consumes at a constant rate and invests in a Black-Scholes financial
market consisting of one riskless and one risky asset, with the risky asset's
price process following a geometric Brownian motion. We also consider an
extension of this problem by penalizing the occupation time for the degree to
which wealth is negative.
"
0806.4026,2008-12-02,On a Non-Standard Stochastic Control Problem,"  This paper considers the Merton portfolio management problem. We are
concerned with non-exponential discounting of time and this leads to time
inconsistencies of the decision maker. Following Ekeland and Pirvu 2006, we
introduce the notion of equilibrium policies and we characterize them by an
integral equation. The main idea is to come up with the value function in this
context. If risk preferences are of CRRA type, the integral equation which
characterizes the value function is shown to have a solution which leads to an
equilibrium policy. This work is an extension of Ekeland and Pirvu 2006.
"
0806.4061,2008-12-10,"An explicit solution for an optimal stopping/optimal control problem
  which models an asset sale","  In this article we study an optimal stopping/optimal control problem which
models the decision facing a risk-averse agent over when to sell an asset. The
market is incomplete so that the asset exposure cannot be hedged. In addition
to the decision over when to sell, the agent has to choose a control strategy
which corresponds to a feasible wealth process. We formulate this problem as
one involving the choice of a stopping time and a martingale. We conjecture the
form of the solution and verify that the candidate solution is equal to the
value function. The interesting features of the solution are that it is
available in a very explicit form, that for some parameter values the optimal
strategy is more sophisticated than might originally be expected, and that
although the setup is based on continuous diffusions, the optimal martingale
may involve a jump process. One interpretation of the solution is that it is
optimal for the risk-averse agent to gamble.
"
0806.4834,2008-12-02,"Dual method for continuous-time Markowitz's Problems with nonlinear
  wealth equations","  Continuous-time mean-variance portfolio selection model with nonlinear wealth
equations and bankruptcy prohibition is investigated by the dual method. A
necessary and sufficient condition which the optimal terminal wealth satisfies
is obtained through a terminal perturbation technique. It is also shown that
the optimal wealth and portfolio is the solution of a forward-backward
stochastic differential equation with constraints.
"
0808.1710,2009-05-19,Dynamic modeling of mean-reverting spreads for statistical arbitrage,"  Statistical arbitrage strategies, such as pairs trading and its
generalizations, rely on the construction of mean-reverting spreads enjoying a
certain degree of predictability. Gaussian linear state-space processes have
recently been proposed as a model for such spreads under the assumption that
the observed process is a noisy realization of some hidden states. Real-time
estimation of the unobserved spread process can reveal temporary market
inefficiencies which can then be exploited to generate excess returns. Building
on previous work, we embrace the state-space framework for modeling spread
processes and extend this methodology along three different directions. First,
we introduce time-dependency in the model parameters, which allows for quick
adaptation to changes in the data generating process. Second, we provide an
on-line estimation algorithm that can be constantly run in real-time. Being
computationally fast, the algorithm is particularly suitable for building
aggressive trading strategies based on high-frequency data and may be used as a
monitoring device for mean-reversion. Finally, our framework naturally provides
informative uncertainty measures of all the estimated parameters. Experimental
results based on Monte Carlo simulations and historical equity data are
discussed, including a co-integration relationship involving two
exchange-traded funds.
"
0809.0739,2009-12-10,"A dual characterization of self-generation and exponential forward
  performances","  We propose a mathematical framework for the study of a family of random
fields--called forward performances--which arise as numerical representation of
certain rational preference relations in mathematical finance. Their spatial
structure corresponds to that of utility functions, while the temporal one
reflects a Nisio-type semigroup property, referred to as self-generation. In
the setting of semimartingale financial markets, we provide a dual formulation
of self-generation in addition to the original one, and show equivalence
between the two, thus giving a dual characterization of forward performances.
Then we focus on random fields with an exponential structure and provide
necessary and sufficient conditions for self-generation in that case. Finally,
we illustrate our methods in financial markets driven by It\^o-processes, where
we obtain an explicit parametrization of all exponential forward performances.
"
0809.4615,2010-08-25,"Correlation, hierarchies, and networks in financial markets","  We discuss some methods to quantitatively investigate the properties of
correlation matrices. Correlation matrices play an important role in portfolio
optimization and in several other quantitative descriptions of asset price
dynamics in financial markets. Specifically, we discuss how to define and
obtain hierarchical trees, correlation based trees and networks from a
correlation matrix. The hierarchical clustering and other procedures performed
on the correlation matrix to detect statistically reliable aspects of the
correlation matrix are seen as filtering procedures of the correlation matrix.
We also discuss a method to associate a hierarchically nested factor model to a
hierarchical tree obtained from a correlation matrix. The information retained
in filtering procedures and its stability with respect to statistical
fluctuations is quantified by using the Kullback-Leibler distance.
"
0810.0678,2008-12-02,Portfolio Optimization under Habit Formation,"  The ""standard"" Merton formulation of optimal investment and consumption
involves optimizing the integrated lifetime utility of consumption, suitably
discounted, together with the discounted future bequest. In this formulation
the utility of consumption at any given time depends only on the amount
consumed at that time. However, it is both theoretically and empirically
reasonable that an individuals utility of consumption would depend on past
consumption history. Economists term this ""Habit Formation"". We introduce a new
formulation of habit formation which allows non-addictive consumption patterns
for a wide variety of utility specification. In this paper we construct a
simple mathematical description of this habit formation and present numerical
solutions. We compare the results with the standard ones and draw insights
obtained from the habit formation. The consumption path tends to increase with
time and be less sensitive to the market fluctuations, which perfectly reflects
the existence of habit persistence of an investor. At the same time, his
decreasing risk aversion, which seems to be in contradiction with the empirical
evidence, can be explained within the limitations of the model.
"
0810.1922,2014-08-26,Look-Ahead Benchmark Bias in Portfolio Performance Evaluation,"  Performance of investment managers are evaluated in comparison with
benchmarks, such as financial indices. Due to the operational constraint that
most professional databases do not track the change of constitution of
benchmark portfolios, standard tests of performance suffer from the ""look-ahead
benchmark bias,"" when they use the assets constituting the benchmarks of
reference at the end of the testing period, rather than at the beginning of the
period. Here, we report that the ""look-ahead benchmark bias"" can exhibit a
surprisingly large amplitude for portfolios of common stocks (up to 8% annum
for the S&P500 taken as the benchmark) -- while most studies have emphasized
related survival biases in performance of mutual and hedge funds for which the
biases can be expected to be even larger. We use the CRSP database from 1926 to
2006 and analyze the running top 500 US capitalizations to demonstrate that
this bias can account for a gross overestimation of performance metrics such as
the Sharpe ratio as well as an underestimation of risk, as measured for
instance by peak-to-valley drawdowns. We demonstrate the presence of a
significant bias in the estimation of the survival and look-ahead biases
studied in the literature. A general methodology to test the properties of
investment strategies is advanced in terms of random strategies with similar
investment constraints.
"
0811.3889,2009-04-08,Multivariate utility maximization with proportional transaction costs,"  We present an optimal investment theorem for a currency exchange model with
random and possibly discontinuous proportional transaction costs. The
investor's preferences are represented by a multivariate utility function,
allowing for simultaneous consumption of any prescribed selection of the
currencies at a given terminal date. We prove the existence of an optimal
portfolio process under the assumption of asymptotic satiability of the value
function. Sufficient conditions for asymptotic satiability of the value
function include reasonable asymptotic elasticity of the utility function, or a
growth condition on its dual function. We show that the portfolio optimization
problem can be reformulated in terms of maximization of a terminal liquidation
utility function, and that both problems have a common optimizer.
"
0811.4715,2010-07-13,Utility maximization in incomplete markets with default,"  We adress the maximization problem of expected utility from terminal wealth.
The special feature of this paper is that we consider a financial market where
the price process of risky assets can have a default time. Using dynamic
programming, we characterize the value function with a backward stochastic
differential equation and the optimal portfolio policies. We separately treat
the cases of exponential, power and logarithmic utility.
"
0812.0033,2010-03-24,"Multiplicative approximation of wealth processes involving no-short-sale
  strategies via simple trading","  A financial market model with general semimartingale asset-price processes
and where agents can only trade using no-short-sales strategies is considered.
We show that wealth processes using continuous trading can be approximated very
closely by wealth processes using simple combinations of buy-and-hold trading.
This approximation is based on controlling the proportions of wealth invested
in the assets. As an application, the utility maximization problem is
considered and it is shown that optimal expected utilities and wealth processes
resulting from continuous trading can be approximated arbitrarily well by the
use of simple combinations of buy-and-hold strategies.
"
0812.0136,2008-12-08,"A mixed relaxed singular maximum principle for linear SDEs with random
  coefficients","  We study singular stochastic control of a two dimensional stochastic
differential equation, where the first component is linear with random and
unbounded coefficients. We derive existence of an optimal relaxed control and
necessary conditions for optimality in the form of a mixed relaxed-singular
maximum principle in a global form. A motivating example is given in the form
of an optimal investment and consumption problem with transaction costs, where
we consider a portfolio with a continuum of bonds and where the portfolio
weights are modeled as measure-valued processes on the set of times to
maturity.
"
0812.2604,2008-12-16,"Asset Allocation and Risk Assessment with Gross Exposure Constraints for
  Vast Portfolios","  Markowitz (1952, 1959) laid down the ground-breaking work on the
mean-variance analysis. Under his framework, the theoretical optimal allocation
vector can be very different from the estimated one for large portfolios due to
the intrinsic difficulty of estimating a vast covariance matrix and return
vector. This can result in adverse performance in portfolio selected based on
empirical data due to the accumulation of estimation errors. We address this
problem by introducing the gross-exposure constrained mean-variance portfolio
selection. We show that with gross-exposure constraint the theoretical optimal
portfolios have similar performance to the empirically selected ones based on
estimated covariance matrices and there is no error accumulation effect from
estimation of vast covariance matrices. This gives theoretical justification to
the empirical results in Jagannathan and Ma (2003). We also show that the
no-short-sale portfolio is not diversified enough and can be improved by
allowing some short positions. As the constraint on short sales relaxes, the
number of selected assets varies from a small number to the total number of
stocks, when tracking portfolios or selecting assets. This achieves the optimal
sparse portfolio selection, which has close performance to the theoretical
optimal one. Among 1000 stocks, for example, we are able to identify all
optimal subsets of portfolios of different sizes, their associated allocation
vectors, and their estimated risks. The utility of our new approach is
illustrated by simulation and empirical studies on the 100 Fama-French
industrial portfolios and the 400 stocks randomly selected from Russell 3000.
"
0901.0447,2009-01-06,"Evaluating the performance of adapting trading strategies with different
  memory lengths","  We propose a prediction model based on the minority game in which traders
continuously evaluate a complete set of trading strategies with different
memory lengths using the strategies' past performance. Based on the chosen
trading strategy they determine their prediction of the movement for the
following time period of a single asset. We find empirically using stocks from
the S&P500 that our prediction model yields a high success rate of over 51.5%
and produces higher returns than a buy-and-hold strategy. Even when taking into
account trading costs we find that using the predictions will generate superior
investment portfolios.
"
